project_key,date,commits,authors,additions,deletions,churn,truncated
khoj-ai/khoj,2026-01-01,0,0,0,0,0,false
khoj-ai/khoj,2026-01-02,2,1,12,10,22,false
khoj-ai/khoj,2026-01-03,2,2,2147,109,2256,false
khoj-ai/khoj,2026-01-04,0,0,0,0,0,false
khoj-ai/khoj,2026-01-05,0,0,0,0,0,false
khoj-ai/khoj,2026-01-06,1,1,1,1,2,false
khoj-ai/khoj,2026-01-07,0,0,0,0,0,false
khoj-ai/khoj,2026-01-08,0,0,0,0,0,false
khoj-ai/khoj,2026-01-09,0,0,0,0,0,false
khoj-ai/khoj,2026-01-10,0,0,0,0,0,false
khoj-ai/khoj,2026-01-11,0,0,0,0,0,false
khoj-ai/khoj,2026-01-12,0,0,0,0,0,false
khoj-ai/khoj,2026-01-13,0,0,0,0,0,false
khoj-ai/khoj,2026-01-14,0,0,0,0,0,false
khoj-ai/khoj,2026-01-15,0,0,0,0,0,false
khoj-ai/khoj,2026-01-16,0,0,0,0,0,false
khoj-ai/khoj,2026-01-17,0,0,0,0,0,false
khoj-ai/khoj,2026-01-18,0,0,0,0,0,false
khoj-ai/khoj,2026-01-19,0,0,0,0,0,false
khoj-ai/khoj,2026-01-20,0,0,0,0,0,false
khoj-ai/khoj,2026-01-21,0,0,0,0,0,false
khoj-ai/khoj,2026-01-22,0,0,0,0,0,false
khoj-ai/khoj,2026-01-23,0,0,0,0,0,false
khoj-ai/khoj,2026-01-24,0,0,0,0,0,false
khoj-ai/khoj,2026-01-25,0,0,0,0,0,false
khoj-ai/khoj,2026-01-26,0,0,0,0,0,false
khoj-ai/khoj,2026-01-27,0,0,0,0,0,false
khoj-ai/khoj,2026-01-28,0,0,0,0,0,false
khoj-ai/khoj,2026-01-29,0,0,0,0,0,false
khoj-ai/khoj,2026-01-30,0,0,0,0,0,false
khoj-ai/khoj,2026-01-31,0,0,0,0,0,false
khoj-ai/khoj,2026-02-01,0,0,0,0,0,false
khoj-ai/khoj,2026-02-02,0,0,0,0,0,false
khoj-ai/khoj,2026-02-03,0,0,0,0,0,false
khoj-ai/khoj,2026-02-04,0,0,0,0,0,false
khoj-ai/khoj,2026-02-05,0,0,0,0,0,false
khoj-ai/khoj,2026-02-06,0,0,0,0,0,false
khoj-ai/khoj,2026-02-07,0,0,0,0,0,false
khoj-ai/khoj,2026-02-08,0,0,0,0,0,false
khoj-ai/khoj,2026-02-09,0,0,0,0,0,false
khoj-ai/khoj,2026-02-10,0,0,0,0,0,false
khoj-ai/khoj,2026-02-11,0,0,0,0,0,false
khoj-ai/khoj,2026-02-12,0,0,0,0,0,false
khoj-ai/khoj,2026-02-13,0,0,0,0,0,false
khoj-ai/khoj,2026-02-14,0,0,0,0,0,false
khoj-ai/khoj,2026-02-15,0,0,0,0,0,false
khoj-ai/khoj,2026-02-16,0,0,0,0,0,false
khoj-ai/khoj,2026-02-17,0,0,0,0,0,false
khoj-ai/khoj,2026-02-18,0,0,0,0,0,false
khoj-ai/khoj,2026-02-19,0,0,0,0,0,false
khoj-ai/khoj,2026-02-20,0,0,0,0,0,false
khoj-ai/khoj,2026-02-21,0,0,0,0,0,false
khoj-ai/khoj,2026-02-22,8,4,1700,1283,2983,false
khoj-ai/khoj,2026-02-23,0,0,0,0,0,false
khoj-ai/khoj,2026-02-24,1,1,1,1,2,false
khoj-ai/khoj,2026-02-25,0,0,0,0,0,false
khoj-ai/khoj,2026-02-26,0,0,0,0,0,false
khoj-ai/khoj,2026-02-27,0,0,0,0,0,false
khoj-ai/khoj,2026-02-28,0,0,0,0,0,false
khoj-ai/khoj,2026-03-01,0,0,0,0,0,false
khoj-ai/khoj,2026-03-02,1,1,3,29,32,false
khoj-ai/khoj,2026-03-03,0,0,0,0,0,false
khoj-ai/khoj,2026-03-04,0,0,0,0,0,false
khoj-ai/khoj,2026-03-05,0,0,0,0,0,false
khoj-ai/khoj,2026-03-06,4,3,5,11,16,false
khoj-ai/khoj,2026-03-07,0,0,0,0,0,false
khoj-ai/khoj,2026-03-08,0,0,0,0,0,false
khoj-ai/khoj,2026-03-09,0,0,0,0,0,false
khoj-ai/khoj,2026-03-10,0,0,0,0,0,false
khoj-ai/khoj,2026-03-11,0,0,0,0,0,false
khoj-ai/khoj,2026-03-12,0,0,0,0,0,false
khoj-ai/khoj,2026-03-13,0,0,0,0,0,false
khoj-ai/khoj,2026-03-14,0,0,0,0,0,false
khoj-ai/khoj,2026-03-15,0,0,0,0,0,false
khoj-ai/khoj,2026-03-16,0,0,0,0,0,false
khoj-ai/khoj,2026-03-17,3,2,873,908,1781,false
khoj-ai/khoj,2026-03-18,0,0,0,0,0,false
khoj-ai/khoj,2026-03-19,1,1,1,1,2,false
khoj-ai/khoj,2026-03-20,0,0,0,0,0,false
khoj-ai/khoj,2026-03-21,0,0,0,0,0,false
khoj-ai/khoj,2026-03-22,0,0,0,0,0,false
khoj-ai/khoj,2026-03-23,0,0,0,0,0,false
khoj-ai/khoj,2026-03-24,0,0,0,0,0,false
khoj-ai/khoj,2026-03-25,12,3,247,184,431,false
khoj-ai/khoj,2026-03-26,4,2,41,13,54,false
khoj-ai/khoj,2026-03-27,0,0,0,0,0,false
khoj-ai/khoj,2026-03-28,0,0,0,0,0,false
khoj-ai/khoj,2026-03-29,0,0,0,0,0,false
khoj-ai/khoj,2026-03-30,0,0,0,0,0,false
khoj-ai/khoj,2026-03-31,0,0,0,0,0,false
